Doc#	student	project	course	faculty	
1248:	1	1	0	0
1249:	1	0	1	1
1250:	1	0	1	0
1251:	1	0	0	0
1252:	0	1	1	0
1253:	1	0	1	0
1254:	1	0	0	0
1255:	1	1	0	0
1256:	1	0	1	0
1257:	1	1	1	0
1258:	1	0	0	0
1259:	1	1	0	0
1260:	0	0	1	0
1261:	0	0	0	1
1262:	0	0	0	1
1263:	1	0	1	0
1264:	0	0	0	1
1265:	1	0	0	0
1266:	1	1	1	0
1267:	1	0	0	0
1268:	0	0	0	1
1269:	1	0	0	0
1270:	1	0	1	0
1271:	1	0	1	0
1272:	1	1	1	0
1273:	0	0	0	1
1274:	1	0	1	0
1275:	0	1	0	0
1276:	0	0	0	1
1277:	0	0	1	0
1278:	1	0	0	0
1279:	1	1	0	0
1280:	1	0	0	0
1281:	0	0	1	0
1282:	0	0	0	1
1283:	1	0	1	0
1284:	0	0	0	1
1285:	1	0	0	0
1286:	1	1	0	0
1287:	1	0	1	0
1288:	0	1	1	0
1289:	1	0	1	0
1290:	0	0	0	1
1291:	1	0	0	0
1292:	1	0	1	1
1293:	1	0	0	0
1294:	0	0	1	0
1295:	1	0	0	0
1296:	1	0	1	0
1297:	1	0	0	0
1298:	1	0	0	0
1299:	0	0	1	1
1300:	1	0	0	1
1301:	1	0	0	0
1302:	1	0	0	0
1303:	0	0	0	1
1304:	1	0	0	0
1305:	1	0	1	0
1306:	1	0	0	1
1307:	1	0	0	0
1308:	1	1	0	0
1309:	1	0	0	0
1310:	0	1	0	0
1311:	0	0	0	1
1312:	1	0	0	0
1313:	1	0	1	0
1314:	0	1	0	0
1315:	0	0	1	1
1316:	1	0	1	0
1317:	0	0	1	0
1318:	0	0	0	1
1319:	1	0	0	0
1320:	1	0	1	0
1321:	0	1	0	0
1322:	1	0	0	0
1323:	1	0	0	0
1324:	1	0	1	0
1325:	0	0	1	0
1326:	0	1	0	0
1327:	0	1	1	0
1328:	0	0	1	0
1329:	1	0	0	0
1330:	1	1	0	0
1331:	1	0	0	0
1332:	0	1	0	0
1333:	1	0	0	0
1334:	1	0	0	0
1335:	1	0	1	0
1336:	1	0	1	0
1337:	1	0	1	0
1338:	1	0	0	0
1339:	1	1	1	0
1340:	0	0	1	0
1341:	1	0	0	0
1342:	1	0	0	0
1343:	1	0	0	0
1344:	0	0	0	1
1345:	1	0	0	0
1346:	1	0	0	0
1347:	0	0	1	1
1348:	0	0	0	1
1349:	0	0	1	0
1350:	1	0	0	0
1351:	0	0	1	1
1352:	0	0	0	1
1353:	1	0	0	0
1354:	1	0	0	0
1355:	0	1	1	0
1356:	0	0	0	1
1357:	1	0	0	0
1358:	1	1	1	0
1359:	0	0	1	0
1360:	1	0	0	0
1361:	1	0	0	0
1362:	0	0	0	1
1363:	0	1	1	0
1364:	1	0	1	0
1365:	0	0	1	1
1366:	1	0	1	1
1367:	1	0	1	0
1368:	0	1	0	0
1369:	1	0	1	0
1370:	1	0	1	0
1371:	1	0	0	0
1372:	0	0	0	1
1373:	0	1	0	0
1374:	1	0	0	0
1375:	0	0	0	1
1376:	1	0	1	0
1377:	1	1	0	0
1378:	0	1	0	0
1379:	1	0	0	1
1380:	1	0	0	0
1381:	1	1	1	0
1382:	1	0	1	0
1383:	1	0	0	0
1384:	1	0	1	1
1385:	1	0	1	0
1386:	1	0	1	1
1387:	1	0	0	0
1388:	0	0	1	1
1389:	1	0	0	0
1390:	1	0	0	0
1391:	0	1	1	0
1392:	1	0	0	0
1393:	0	0	0	1
1394:	1	0	0	0
1395:	1	1	0	0
1396:	0	0	0	1
1397:	0	1	0	0
1398:	1	0	1	0
1399:	1	0	0	1
1400:	1	0	0	0
1401:	0	1	0	0
1402:	0	0	1	1
1403:	0	1	0	0
1404:	1	1	1	0
1405:	0	0	0	1
1406:	1	0	0	0
1407:	0	0	1	1
1408:	1	0	1	0
1409:	1	0	0	0
1410:	1	0	0	0
1411:	1	0	0	0
1412:	1	0	0	0
1413:	0	1	1	0
1414:	1	0	0	0
1415:	0	0	1	1
1416:	1	0	0	0
1417:	1	0	1	0
1418:	0	0	0	1
1419:	1	0	0	0
1420:	0	0	1	1
1421:	1	0	0	0
1422:	1	0	0	0
1423:	0	1	1	0
1424:	1	0	1	1
1425:	1	0	1	0
1426:	1	0	0	0
1427:	0	0	0	1
1428:	0	0	0	1
1429:	0	1	0	0
1430:	1	0	0	1
1431:	0	0	0	1
1432:	1	1	0	0
1433:	1	0	0	0
1434:	0	0	0	1
1435:	0	0	0	1
1436:	0	0	0	1
1437:	0	1	0	0
1438:	0	0	1	1
1439:	0	1	0	0
1440:	1	0	0	0
1441:	1	0	0	0
1442:	0	0	0	1
1443:	1	0	1	0
1444:	1	0	1	0
1445:	1	1	1	0
1446:	0	0	1	1
1447:	1	0	0	0
1448:	0	0	0	1
1449:	0	0	0	1
1450:	1	0	0	0
1451:	1	0	0	0
1452:	0	0	0	1
1453:	1	0	0	1
1454:	0	1	0	0
1455:	1	0	0	0
1456:	1	0	0	0
1457:	1	0	0	0
1458:	0	0	0	1
1459:	1	0	1	0
1460:	0	0	1	1
1461:	1	0	0	0
1462:	0	1	0	0
1463:	0	0	1	0
1464:	0	0	0	1
1465:	1	1	0	0
1466:	1	0	0	0
1467:	1	0	0	0
1468:	0	0	1	1
1469:	0	0	0	1
1470:	0	0	0	1
1471:	0	1	0	0
1472:	1	0	0	0
1473:	0	0	1	0
1474:	1	0	0	0
1475:	1	1	1	0
1476:	1	0	0	0
1477:	1	0	0	0
1478:	0	1	0	0
1479:	1	0	1	0
1480:	0	0	0	1
1481:	0	0	1	1
1482:	1	0	0	0
1483:	1	0	0	0
1484:	1	0	0	0
1485:	1	0	0	0
1486:	1	0	1	0
1487:	1	1	1	0
1488:	1	0	0	0
1489:	1	0	0	0
1490:	1	0	0	0
1491:	1	0	0	0
1492:	1	0	0	0
1493:	0	0	0	1
1494:	1	0	1	0
1495:	1	0	0	0
1496:	1	1	0	0
1497:	0	0	1	0
1498:	0	0	1	0
1499:	0	0	0	1
1500:	0	0	0	1
1501:	0	1	0	0
1502:	1	0	1	0
1503:	1	0	0	0
1504:	1	1	1	0
1505:	1	0	0	0
1506:	0	0	0	1
1507:	1	0	0	0
1508:	0	0	0	1
1509:	0	0	0	1
1510:	0	1	0	0
1511:	1	0	0	1
1512:	0	0	0	1
1513:	1	0	1	0
1514:	0	0	0	1
1515:	1	0	0	0
1516:	1	0	0	0
1517:	1	0	0	0
1518:	1	0	0	0
1519:	0	1	0	0
1520:	0	0	0	1
1521:	0	0	1	1
1522:	0	0	1	1
1523:	1	0	0	0
1524:	0	1	0	0
1525:	1	0	0	0
1526:	1	0	0	0
1527:	1	0	1	0
1528:	1	0	0	0
1529:	1	0	0	0
1530:	0	1	0	0
1531:	1	0	0	0
1532:	0	1	0	0
1533:	0	0	0	1
1534:	1	0	0	0
1535:	0	0	1	0
1536:	1	1	0	0
1537:	1	0	1	1
1538:	0	0	1	1
1539:	0	0	1	0
1540:	0	1	0	0
1541:	1	0	1	1
1542:	0	0	1	1
1543:	1	0	1	0
1544:	0	0	0	1
1545:	0	0	0	1
1546:	0	1	0	0
1547:	1	0	0	0
1548:	0	0	1	1
1549:	0	1	0	0
1550:	1	0	0	0
1551:	0	1	0	0
1552:	1	0	1	0
1553:	1	0	0	0
1554:	0	1	1	0
1555:	1	0	0	1
1556:	1	1	0	0
1557:	1	0	1	0
1558:	0	0	1	1
1559:	0	0	1	0
1560:	1	0	0	0
1561:	1	1	1	0
1562:	0	0	0	1
1563:	1	0	0	0
1564:	0	1	1	0
1565:	1	0	0	0
1566:	0	0	0	1
1567:	1	0	0	1
1568:	1	0	1	0
1569:	1	0	0	0
1570:	1	0	1	1
1571:	1	0	0	0
1572:	0	1	0	0
1573:	1	0	1	0
1574:	0	1	0	0
1575:	1	0	0	0
1576:	1	0	0	0
1577:	0	1	0	0
1578:	1	1	0	0
1579:	0	0	0	1
1580:	1	0	0	0
1581:	0	1	0	0
1582:	1	0	0	0
1583:	0	1	0	0
1584:	0	1	0	0
1585:	1	0	0	0
1586:	1	0	0	0
1587:	0	1	0	0
1588:	0	0	0	1
1589:	1	0	0	1
1590:	1	0	0	0
1591:	1	0	1	1
1592:	1	1	0	0
1593:	1	0	0	0
1594:	1	0	0	0
1595:	1	0	0	0
1596:	1	1	0	0
1597:	0	0	0	1
1598:	0	0	0	1
1599:	1	0	0	0
1600:	0	0	0	1
1601:	0	1	1	0
1602:	0	0	1	0
1603:	1	0	1	0
1604:	0	1	0	0
1605:	1	0	0	0
1606:	1	0	0	0
1607:	1	0	1	0
1608:	0	0	1	0
1609:	0	0	1	0
1610:	0	0	0	1
1611:	1	0	0	0
1612:	0	0	0	1
1613:	1	0	1	0
1614:	1	0	0	0
1615:	1	0	1	0
1616:	0	1	0	0
1617:	1	0	0	1
1618:	1	0	1	0
1619:	1	0	0	0
1620:	0	0	0	1
1621:	1	0	0	0
1622:	0	1	1	0
1623:	1	0	0	0
1624:	1	0	0	0
1625:	1	0	0	0
1626:	0	1	0	0
1627:	1	0	1	1
1628:	1	0	0	0
1629:	0	0	1	1
1630:	0	0	0	1
1631:	1	1	1	0
1632:	1	0	0	0
1633:	1	0	1	0
1634:	0	1	1	0
1635:	1	0	1	0
1636:	1	1	1	0
1637:	1	0	0	0
1638:	1	0	1	0
1639:	1	0	0	0
1640:	1	0	0	1
1641:	0	0	1	1
1642:	1	0	0	0
1643:	0	1	1	0
1644:	0	0	1	1
1645:	1	0	0	0
1646:	0	0	0	1
1647:	1	0	0	0
1648:	1	1	0	0
1649:	1	0	0	0
1650:	1	0	0	0
1651:	0	0	0	1
1652:	0	0	1	1
1653:	0	0	1	0
1654:	0	1	1	0
1655:	1	0	0	0
1656:	0	0	1	0
1657:	1	0	0	0
1658:	0	0	1	1
1659:	1	0	0	0
1660:	1	0	0	0
1661:	0	1	0	0
1662:	1	0	0	0
1663:	0	0	1	0
1664:	0	0	0	1
1665:	1	0	0	0
1666:	0	0	1	0
1667:	1	1	0	0
1668:	1	0	1	0
1669:	1	0	0	0
1670:	0	0	1	1
1671:	0	0	0	1
1672:	0	0	1	0
1673:	0	0	1	1
1674:	0	0	1	1
1675:	0	0	0	1
1676:	1	0	1	0
1677:	1	0	1	0
1678:	1	1	0	0
1679:	1	0	0	0
1680:	0	0	0	1
1681:	0	0	0	1
1682:	1	0	1	0
1683:	0	0	0	1
1684:	1	0	1	0
1685:	1	1	0	0
1686:	1	1	1	0
1687:	0	0	1	0
1688:	1	1	1	0
1689:	1	0	0	0
1690:	1	0	0	0
1691:	1	1	0	0
1692:	1	0	0	0
1693:	1	0	0	0
1694:	1	0	0	0
1695:	1	0	1	0
1696:	1	1	0	0
1697:	0	0	1	0
1698:	0	0	0	1
1699:	1	0	1	0
1700:	1	0	1	0
1701:	1	0	0	0
1702:	0	0	1	0
1703:	1	0	0	0
1704:	0	1	0	0
1705:	1	0	0	0
1706:	1	0	0	0
1707:	0	0	0	1
1708:	1	0	0	0
1709:	1	0	0	0
1710:	1	0	1	0
1711:	0	1	0	0
1712:	1	0	1	0
1713:	1	0	1	0
1714:	1	0	0	0
1715:	1	0	0	0
1716:	0	0	1	0
1717:	1	0	0	0
1718:	1	1	0	0
1719:	1	0	1	0
1720:	0	0	0	1
1721:	1	0	0	0
1722:	0	1	1	0
1723:	1	0	0	0
1724:	0	0	1	1
1725:	0	0	1	1
1726:	1	0	0	0
1727:	0	1	1	0
1728:	1	0	0	0
1729:	0	0	0	1
1730:	1	0	0	0
1731:	0	1	0	0
1732:	1	0	0	0
1733:	0	0	0	1
1734:	0	0	1	1
1735:	1	0	0	0
1736:	0	1	0	0
1737:	1	1	1	0
1738:	1	1	0	0
1739:	1	0	0	0
1740:	0	1	1	0
1741:	0	0	1	0
1742:	1	1	0	0
1743:	1	0	0	0
1744:	1	0	1	0
1745:	1	0	0	0
1746:	0	0	1	1
1747:	1	0	0	0
1748:	0	0	1	0
1749:	1	0	1	0
1750:	1	0	1	1
1751:	1	0	0	0
1752:	0	0	0	1
1753:	0	0	0	1
1754:	1	0	1	0
1755:	0	0	1	1
1756:	1	0	0	1
1757:	0	1	0	0
1758:	0	0	0	1
1759:	0	0	1	1
1760:	0	0	1	0
1761:	1	0	1	0
1762:	1	1	0	0
1763:	1	0	0	0
1764:	0	1	1	0
1765:	1	0	0	1
1766:	0	1	1	0
1767:	1	0	1	0
1768:	1	0	0	0
1769:	1	0	0	1
1770:	0	1	1	0
1771:	1	0	0	0
1772:	1	0	1	0
1773:	1	0	0	0
1774:	1	0	0	0
1775:	1	0	0	1
1776:	1	0	0	0
1777:	1	0	0	0
1778:	0	0	0	1
1779:	1	0	0	0
1780:	1	1	1	0
1781:	0	0	1	0
1782:	0	1	0	0
1783:	1	1	1	0
1784:	0	1	0	0
1785:	1	0	1	0
1786:	1	0	0	0
1787:	0	0	1	0
1788:	1	0	0	0
1789:	1	0	0	0
1790:	1	0	1	0
1791:	1	0	0	0
1792:	0	0	0	1
1793:	0	0	1	0
1794:	1	1	1	0
1795:	1	0	0	0
1796:	1	0	1	1
1797:	1	0	0	0
1798:	0	0	0	1
1799:	0	0	0	1
1800:	0	1	0	0
1801:	1	0	0	0
1802:	0	0	1	0
1803:	1	1	1	0
1804:	0	1	0	0
1805:	1	0	1	0
1806:	0	0	0	1
1807:	1	1	1	0
1808:	1	0	0	0
1809:	1	0	0	0
1810:	1	0	0	0
1811:	1	0	0	0
1812:	1	0	1	1
1813:	1	0	0	0
1814:	0	0	0	1
1815:	0	0	1	1
1816:	1	0	0	0
1817:	1	0	1	1
1818:	0	0	1	1
1819:	1	1	0	0
1820:	1	0	1	0
1821:	0	0	1	1
1822:	0	0	0	1
1823:	0	1	0	0
1824:	1	0	0	0
1825:	0	0	1	0
1826:	1	0	0	0
1827:	0	1	0	0
1828:	1	0	0	0
1829:	1	0	0	0
1830:	1	0	0	0
1831:	1	0	0	0
1832:	0	1	0	0
1833:	1	0	0	0
1834:	0	1	0	0
1835:	0	1	0	0
1836:	1	0	0	0
1837:	0	1	1	0
1838:	0	0	0	1
1839:	1	0	0	1
1840:	1	0	0	0
1841:	1	0	0	0
1842:	0	0	1	1
1843:	1	1	0	0
1844:	0	0	0	1
1845:	1	0	1	1
1846:	1	0	0	0
1847:	0	1	0	0
1848:	1	0	0	0
1849:	0	0	0	1
1850:	0	1	0	0
1851:	1	1	0	0
1852:	1	0	0	0
1853:	0	0	1	1
1854:	1	1	0	0
1855:	0	0	0	1
1856:	1	0	1	0
1857:	1	0	0	0
1858:	1	0	0	0
1859:	1	0	1	1
1860:	0	0	0	1
1861:	1	0	0	1
1862:	1	0	0	0
1863:	1	0	1	0
1864:	1	1	1	0
1865:	1	1	0	0
1866:	0	0	0	1
1867:	1	0	1	0
1868:	0	0	1	0
1869:	0	1	0	0
1870:	1	0	0	0
1871:	0	0	1	0
1872:	1	0	0	0
1873:	0	0	1	0
1874:	0	1	0	0
1875:	1	0	0	0
1876:	0	0	0	1
1877:	1	0	0	0
1878:	0	1	0	0
1879:	0	0	0	1
1880:	0	1	0	0
1881:	1	0	0	0
1882:	1	0	0	0
1883:	0	0	1	0
1884:	0	0	1	0
1885:	1	0	0	0
1886:	0	1	1	0
1887:	0	0	1	0
1888:	1	0	0	0
1889:	0	0	1	1
1890:	1	1	0	0
1891:	1	0	0	0
1892:	0	0	1	1
1893:	1	0	0	0
1894:	1	0	1	0
1895:	0	1	0	0
1896:	1	0	0	0
1897:	0	1	0	0
1898:	1	0	0	1
1899:	1	0	0	0
1900:	1	0	0	0
1901:	0	0	0	1
1902:	1	0	0	0
1903:	1	0	1	0
1904:	0	1	0	0
1905:	1	0	0	0
1906:	0	0	0	1
1907:	0	1	1	0
1908:	0	1	1	0
1909:	1	1	0	0
1910:	1	0	0	0
1911:	0	0	0	1
1912:	1	0	1	0
1913:	0	1	0	0
1914:	1	0	0	0
1915:	1	0	1	0
1916:	1	0	1	0
1917:	0	0	0	1
1918:	1	0	0	0
1919:	0	1	1	0
1920:	1	0	1	0
1921:	1	0	1	0
1922:	1	0	1	0
1923:	1	0	0	0
1924:	1	0	0	1
1925:	0	0	0	1
1926:	0	0	1	0
1927:	0	0	1	1
1928:	0	0	1	1
1929:	0	1	0	0
1930:	1	0	0	0
1931:	0	0	0	1
1932:	1	0	0	0
1933:	0	0	1	1
1934:	1	0	1	0
1935:	1	1	0	0
1936:	1	0	1	0
1937:	1	0	0	0
1938:	1	0	0	0
1939:	1	1	1	0
1940:	0	1	0	0
1941:	0	0	1	0
1942:	1	0	1	0
1943:	1	1	1	0
1944:	1	0	1	0
1945:	0	1	0	0
1946:	0	0	1	1
1947:	1	1	0	0
1948:	0	0	1	0
1949:	1	0	0	0
1950:	1	0	0	0
1951:	0	1	0	0
1952:	0	0	1	0
1953:	1	0	1	0
1954:	0	1	0	0
1955:	1	0	0	0
1956:	1	0	0	0
1957:	1	0	0	0
1958:	1	0	1	1
1959:	1	0	1	0
1960:	1	1	1	0
1961:	0	0	0	1
1962:	0	1	0	0
1963:	0	0	1	0
1964:	0	1	0	0
1965:	1	0	0	0
1966:	0	0	1	0
1967:	0	1	1	0
1968:	1	0	0	0
1969:	0	1	0	0
1970:	1	1	0	0
1971:	1	0	0	0
1972:	0	1	0	0
1973:	1	0	0	0
1974:	1	0	0	1
1975:	1	0	0	0
1976:	0	0	0	1
1977:	0	1	0	0
1978:	1	0	1	0
1979:	1	0	1	0
1980:	0	0	0	1
1981:	1	0	1	0
1982:	1	0	0	0
1983:	1	1	0	0
1984:	1	0	1	0
1985:	0	1	1	0
1986:	0	1	0	0
1987:	1	0	1	0
1988:	1	0	0	1
1989:	1	0	1	0
1990:	0	1	0	0
1991:	1	0	0	0
1992:	0	0	0	1
1993:	0	0	0	1
1994:	1	0	1	0
1995:	0	1	0	0
1996:	1	0	0	0
1997:	1	0	0	0
1998:	1	0	0	0
1999:	0	0	1	0
2000:	0	0	1	0
2001:	1	0	1	0
2002:	1	0	0	0
2003:	1	0	0	0
2004:	1	0	0	0
2005:	1	1	1	0
2006:	1	0	0	0
2007:	1	0	0	1
2008:	0	0	0	1
2009:	1	0	1	0
2010:	1	1	0	0
2011:	0	0	0	1
2012:	0	0	1	0
2013:	1	0	0	0
2014:	1	1	1	0
2015:	1	0	0	0
2016:	1	0	0	1
2017:	1	0	1	0
2018:	0	0	0	1
2019:	1	1	1	0
2020:	0	0	1	0
2021:	0	0	0	1
2022:	0	0	1	1
2023:	0	0	1	1
2024:	1	0	0	0
2025:	0	1	1	0
2026:	0	0	0	1
2027:	0	0	0	1
2028:	1	0	0	0
2029:	0	0	1	1
2030:	0	1	0	0
2031:	0	0	1	0
2032:	1	0	0	0
2033:	0	0	0	1
2034:	0	1	0	0
2035:	1	0	0	0
2036:	1	0	0	0
2037:	1	0	1	0
2038:	1	1	0	0
2039:	0	0	1	1
2040:	1	0	1	0
2041:	0	0	0	1
2042:	0	0	0	1
2043:	1	0	1	0
2044:	1	0	0	0
2045:	1	0	1	0
2046:	1	0	1	0
2047:	0	0	0	1
2048:	1	0	0	0
2049:	0	1	0	0
2050:	0	0	0	1
2051:	1	0	1	0
2052:	1	1	0	0
2053:	0	0	0	1
2054:	0	0	0	1
2055:	0	1	0	0
2056:	1	0	0	0
2057:	0	0	0	1
2058:	1	0	1	0
2059:	0	1	0	0
2060:	1	0	0	0
2061:	1	0	1	0
2062:	1	0	0	0
2063:	0	0	0	1
2064:	1	0	0	0
2065:	0	0	0	1
2066:	0	0	0	1
2067:	1	0	0	0
2068:	0	0	1	0
2069:	1	0	1	0
2070:	0	0	0	1
2071:	1	1	0	0
2072:	0	0	1	1
2073:	1	0	0	0
2074:	0	0	1	1
2075:	1	0	0	1
2076:	1	0	0	0
2077:	1	0	0	0
2078:	0	1	0	0
2079:	0	0	0	1
2080:	0	0	1	1
2081:	1	0	0	0
2082:	0	1	0	0
2083:	1	0	0	0
2084:	0	0	0	1
2085:	0	1	0	0
2086:	1	0	0	0
2087:	0	0	1	1
2088:	0	0	1	0
2089:	0	0	0	1
2090:	1	0	0	0
2091:	1	0	1	0
2092:	1	0	0	0
2093:	1	0	1	0
2094:	1	0	0	0
2095:	1	1	1	0
2096:	1	0	0	0
2097:	1	0	1	0
2098:	1	0	0	0
2099:	0	0	1	0
2100:	1	0	0	0
2101:	1	0	1	0
2102:	1	0	1	0
2103:	1	0	0	0
2104:	1	0	0	1
2105:	1	0	0	0
2106:	1	0	0	0
2107:	1	1	0	0
2108:	1	0	1	0
2109:	1	0	0	0
2110:	1	0	0	0
2111:	1	0	1	1
2112:	0	0	0	1
2113:	0	1	1	0
2114:	1	0	1	0
2115:	0	0	1	0
2116:	1	0	0	0
2117:	0	0	1	1
2118:	0	0	1	0
2119:	0	0	0	1
2120:	1	0	1	0
2121:	0	0	0	1
2122:	1	0	0	0
2123:	0	0	0	1
2124:	1	0	0	0
2125:	1	0	0	1
2126:	1	0	0	0
2127:	0	0	1	0
2128:	0	1	0	0
2129:	1	0	0	0
2130:	1	1	0	0
2131:	1	0	0	0
2132:	1	0	1	0
2133:	0	0	1	1
2134:	1	0	0	0
2135:	1	0	0	1
2136:	0	1	0	0
2137:	1	0	0	0
2138:	1	0	1	0
2139:	1	0	0	0
2140:	1	1	0	0
2141:	1	0	0	0
2142:	1	0	1	1
2143:	1	0	1	0
2144:	1	0	1	1
2145:	1	0	1	0
2146:	1	0	1	0
2147:	1	0	0	0
2148:	1	0	1	0
2149:	1	0	0	0
2150:	1	1	0	0
2151:	1	0	1	0
2152:	0	1	0	0
2153:	1	0	0	0
2154:	1	0	1	0
2155:	1	0	0	0
2156:	1	0	0	1
2157:	1	0	1	0
2158:	1	1	1	0
2159:	1	0	0	1
2160:	1	0	0	0
2161:	0	1	1	0
2162:	0	0	1	0
2163:	1	0	0	0
2164:	0	1	1	0
2165:	1	0	0	0
2166:	1	0	1	0
2167:	1	0	0	0
2168:	0	0	0	1
2169:	1	0	0	0
2170:	0	0	0	1
2171:	0	1	1	0
2172:	1	0	0	1
2173:	1	0	0	0
2174:	1	0	0	0
2175:	0	0	0	1
2176:	0	0	0	1
2177:	1	0	1	0
2178:	0	1	0	0
2179:	1	0	1	0
2180:	1	0	0	0
2181:	1	0	0	0
2182:	0	1	0	0
2183:	1	1	0	0
2184:	0	0	0	1
2185:	1	0	0	0
2186:	1	0	0	1
2187:	1	0	0	0
2188:	0	0	0	1
2189:	0	0	1	0
2190:	1	0	0	0
2191:	1	0	0	0
2192:	0	1	0	0
2193:	1	0	0	0
2194:	1	0	0	0
2195:	1	0	0	0
2196:	1	0	1	0
2197:	1	0	1	0
2198:	1	1	0	0
2199:	0	0	1	0
2200:	0	0	0	1
2201:	1	0	0	0
2202:	0	0	0	1
2203:	0	0	1	1
2204:	1	0	0	0
2205:	1	0	1	1
2206:	1	0	1	0
2207:	0	1	0	0
2208:	0	0	1	0
2209:	1	0	0	0
2210:	0	0	1	1
2211:	0	0	0	1
2212:	0	0	0	1
2213:	1	0	0	0
2214:	1	0	0	0
2215:	1	0	0	1
2216:	1	0	0	0
2217:	0	0	1	0
2218:	0	1	1	0
2219:	1	0	1	0
2220:	0	0	1	0
2221:	0	0	0	1
2222:	1	0	1	0
2223:	0	1	1	0
2224:	0	0	1	0
2225:	0	0	1	1
2226:	1	1	1	0
2227:	1	0	0	0
2228:	1	0	0	0
2229:	1	0	0	0
2230:	0	0	0	1
2231:	1	0	0	0
2232:	0	0	0	1
2233:	1	1	1	0
2234:	1	0	0	0
2235:	1	0	0	0
2236:	0	0	1	1
2237:	0	0	0	1
2238:	0	0	0	1
2239:	0	0	0	1
2240:	0	1	0	0
2241:	0	0	1	0
2242:	0	0	1	0
2243:	1	0	0	0
2244:	1	0	0	0
2245:	1	0	0	0
2246:	0	0	0	1
2247:	1	1	0	0
2248:	1	0	1	1
2249:	0	0	1	1
2250:	1	0	0	0
2251:	0	0	1	1
2252:	1	0	0	0
2253:	1	0	0	0
2254:	1	0	0	0
2255:	0	0	0	1
2256:	1	0	1	0
2257:	1	1	0	0
2258:	0	0	1	0
2259:	0	1	0	0
2260:	1	0	0	0
2261:	0	1	1	0
2262:	0	0	1	1
2263:	1	0	0	1
2264:	1	0	1	0
2265:	1	0	0	0
2266:	0	0	1	0
2267:	1	1	0	0
2268:	1	0	1	1
2269:	0	1	1	0
2270:	0	0	0	1
2271:	0	0	1	0
2272:	1	0	0	0
2273:	0	1	0	0
2274:	1	0	0	0
2275:	0	0	1	0
2276:	1	0	0	0
2277:	1	0	0	1
2278:	0	0	1	0
2279:	1	0	0	0
2280:	1	0	0	0
2281:	0	0	0	1
2282:	1	0	1	0
2283:	0	0	0	1
2284:	1	0	0	0
2285:	1	1	1	0
2286:	1	0	1	0
2287:	1	0	0	0
2288:	1	0	1	1
2289:	0	0	1	0
2290:	1	0	1	1
2291:	1	0	1	1
2292:	1	0	0	1
2293:	1	0	0	0
2294:	1	0	1	0
2295:	1	1	1	0
2296:	1	0	0	0
2297:	1	0	1	0
2298:	0	0	0	1
2299:	0	1	1	0
2300:	0	0	0	1
2301:	1	0	1	0
2302:	1	0	0	1
2303:	1	0	1	0
2304:	1	0	0	0
2305:	1	1	0	0
2306:	1	0	0	0
2307:	0	0	0	1
2308:	1	0	1	0
2309:	1	0	0	0
2310:	0	1	1	0
2311:	1	0	0	0
2312:	1	0	1	0
2313:	1	0	0	0
2314:	1	0	1	0
2315:	1	0	1	0
2316:	1	0	0	0
2317:	0	1	1	0
2318:	0	0	1	0
2319:	1	0	0	0
2320:	0	0	0	1
2321:	0	0	0	1
2322:	0	1	1	0
2323:	0	0	1	0
2324:	0	1	1	0
2325:	0	1	0	0
2326:	0	0	0	1
2327:	0	1	1	0
2328:	1	0	0	0
2329:	0	0	1	0
2330:	1	0	0	0
2331:	0	0	1	1
2332:	1	0	1	0
2333:	1	0	1	0
2334:	0	0	1	1
2335:	1	0	0	0
2336:	1	0	1	0
2337:	0	1	0	0
2338:	1	0	1	0
2339:	1	0	1	0
2340:	0	0	1	1
2341:	1	0	1	0
2342:	0	0	1	1
2343:	0	0	0	1
2344:	1	0	1	0
2345:	1	0	0	0
2346:	1	1	1	0
2347:	1	0	0	0
2348:	1	0	0	0
2349:	1	0	1	1
2350:	1	0	1	0
2351:	0	0	1	0
2352:	1	0	0	0
2353:	1	0	0	0
2354:	1	0	0	1
2355:	1	0	1	0
2356:	1	0	1	1
2357:	0	0	0	1
2358:	0	0	0	1
2359:	1	0	0	0
2360:	0	1	1	0
2361:	0	1	1	0
2362:	0	0	1	0
2363:	0	0	1	0
2364:	1	0	0	0
2365:	0	1	1	0
2366:	1	0	0	0
2367:	1	1	1	0
2368:	0	0	1	0
2369:	1	0	1	0
2370:	0	1	0	0
2371:	0	0	0	1
2372:	1	0	1	1
2373:	0	1	0	0
2374:	0	0	0	1
2375:	1	0	0	0
2376:	1	1	1	0
2377:	0	0	1	0
2378:	1	0	1	1
2379:	1	0	0	0
2380:	0	1	0	0
2381:	0	0	0	1
2382:	1	1	0	0
2383:	1	0	0	0
2384:	0	0	1	0
2385:	0	1	1	0
2386:	1	1	1	0
2387:	1	0	0	0
2388:	0	1	0	0
2389:	1	0	1	0
2390:	0	1	1	0
2391:	0	0	0	1
2392:	1	0	0	0
2393:	1	1	0	0
2394:	1	0	0	0
2395:	1	0	0	0
2396:	1	0	0	0
2397:	1	0	1	1
2398:	1	0	1	0
2399:	1	1	0	0
2400:	1	0	1	0
2401:	1	1	0	0
2402:	1	0	0	0
2403:	0	0	0	1
2404:	0	1	0	0
2405:	1	0	1	0
2406:	1	0	1	0
2407:	0	0	1	0
2408:	1	0	0	0
2409:	1	0	0	0
2410:	1	0	1	0
2411:	1	0	0	0
2412:	1	1	0	0
